areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing,Queens,neighborhood,,,,,,,,,,,,,,,,,1750.000,,,,,,,,,,,,1665.000,,1658.000,1665.000,1688.000,,1850.000,,1598.000,1650.000,1850.000,1795.000,1798.000,1850.000,2150.000,2000.000,2000.000,2000.000,,2025.000,2050.000,2400.000,1950.000,1950.000,1950.000,1975.000,2123.000,2175.000,2000.000,2118.000,2100.000,2100.000,2050.000,2050.000,1973.000,2150.000,2100.000,2000.000,2000.000,2100.000,2125.000,2050.000,2090.000,2095.000,2100.000,2125.000,2250.000,2175.000,2250.000,2270.000,2283.000,2250.000,2100.000,2250.000,2150.000,2200.000,2250.000,2250.000,2225.000,2250.000,2298.000,2400.000,2500.000,2395.000,2325.000,2325.000,2108.000,2100.000,2288.000,2300.000,2300.000,2300.000,2300.000,2297.000,2313.000,2398.000,2150.000,2208.000,2200.000,2300.000,2300.000,2250.000,2210.000,2293.000
Fordham,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.000,,,,,,,1500.000,1525.000,1463.000,1450.000,1600.000,1650.000,,,1700.000,1595.000,1625.000,1650.000,1650.000,,,,1700.000,,1650.000,1650.000,1700.000,,1750.000,1900.000,1960.000,,2050.000,,,,,1747.000,,1800.000,1850.000,,1900.000,1900.000,1900.000,,,1723.000,1750.000,,,1800.000
Forest Hills,Queens,neighborhood,2100.000,2100.000,2100.000,2100.000,2050.000,2100.000,2050.000,2100.000,2100.000,2075.000,2050.000,1998.000,1995.000,2100.000,2100.000,2200.000,2450.000,2550.000,2350.000,2450.000,2500.000,2500.000,2410.000,2385.000,2350.000,2395.000,2295.000,2298.000,2125.000,2273.000,2495.000,2325.000,2450.000,2450.000,2395.000,2395.000,2395.000,2325.000,2235.000,2323.000,2450.000,2500.000,2450.000,2450.000,2450.000,2350.000,2350.000,2425.000,2395.000,2325.000,2350.000,2495.000,2500.000,2495.000,2565.000,2495.000,2500.000,2500.000,2565.000,2565.000,2450.000,2399.000,2350.000,2473.000,2395.000,2500.000,2450.000,2495.000,2400.000,2500.000,2599.000,2500.000,2400.000,2398.000,2400.000,2395.000,2380.000,2364.000,2400.000,2498.000,2400.000,2350.000,2253.000,2450.000,2450.000,2549.000,2500.000,2500.000,2425.000,2475.000,2450.000,2400.000,2400.000,2395.000,2400.000,2400.000,2400.000,2400.000,2400.000,2600.000,2500.000,2497.000,2575.000,2500.000,2500.000,2425.000,2395.000,2400.000,2350.000,2300.000,2395.000,2400.000
Fort Greene,Brooklyn,neighborhood,2800.000,2675.000,2400.000,2500.000,2700.000,2750.000,2900.000,3050.000,2900.000,3025.000,3050.000,3100.000,2850.000,3000.000,2923.000,2800.000,2800.000,2975.000,3250.000,3075.000,2825.000,2850.000,2800.000,3200.000,3200.000,2950.000,2923.000,3038.000,3150.000,2975.000,2965.000,3400.000,3175.000,2700.000,3000.000,3500.000,3338.000,3375.000,3100.000,3075.000,3475.000,3450.000,3048.000,3275.000,3510.000,3350.000,3295.000,3295.000,3238.000,3273.000,3325.000,3295.000,2900.000,2900.000,3000.000,2999.000,2999.000,3000.000,3000.000,2850.000,3200.000,3300.000,3244.000,3350.000,3150.000,3000.000,3148.000,3000.000,3000.000,3000.000,3000.000,3200.000,3200.000,3200.000,3300.000,3210.000,3300.000,3200.000,3200.000,3400.000,3300.000,3200.000,3325.000,3400.000,3450.000,3300.000,3325.000,3450.000,3500.000,3575.000,3350.000,3600.000,3575.000,3200.000,3000.000,2800.000,3000.000,3000.000,3000.000,3000.000,3000.000,3775.000,3750.000,3488.000,3300.000,2948.000,3500.000,3300.000,3400.000,3500.000,3900.000,4100.000
Fresh Meadows,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Oaks,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.000,1700.000,,,1748.000,1600.000,1850.000,,1825.000,1800.000,1800.000,1825.000,1800.000,1875.000,1937.000,1875.000,1850.000,1850.000,1875.000,,1850.000,1850.000,1850.000,1898.000,1895.000,1895.000,1950.000,2000.000,2000.000,1900.000,1950.000,1900.000,2000.000,2148.000,1925.000,1900.000,1900.000,1900.000,1950.000,1899.000,1945.000,2000.000,2100.000,2000.000,2000.000,2000.000,1975.000,1999.000,1995.000,1800.000,1950.000,1975.000,2000.000,1995.000
Gowanus,Brooklyn,neighborhood,,,,,,,,,,,,,2300.000,2300.000,,,2750.000,,,,,,,,,,,,,,,,,2495.000,2448.000,2900.000,2900.000,2950.000,2900.000,3000.000,3750.000,3300.000,3200.000,2800.000,3100.000,3650.000,3200.000,3000.000,2999.000,3200.000,3300.000,3000.000,2950.000,3325.000,3300.000,2795.000,2600.000,3800.000,3700.000,3500.000,2995.000,3073.000,2900.000,3158.000,3325.000,3200.000,3200.000,3400.000,3250.000,3225.000,3250.000,3200.000,3200.000,3200.000,3200.000,3200.000,3400.000,3100.000,3175.000,3300.000,3100.000,3000.000,3000.000,2995.000,2998.000,3500.000,2500.000,2695.000,2850.000,2900.000,2900.000,3295.000,3200.000,3100.000,2995.000,2975.000,2788.000,3000.000,3250.000,3100.000,3250.000,3250.000,3325.000,3400.000,2825.000,3100.000,3100.000,3600.000,3650.000,3200.000,3000.000,3075.000
Gramercy Park,Manhattan,neighborhood,3695.000,3550.000,3663.000,3900.000,3998.000,4000.000,4000.000,5248.000,6000.000,4050.000,4700.000,4700.000,4700.000,4475.000,4148.000,4298.000,3700.000,4100.000,4175.000,4050.000,4300.000,4723.000,4825.000,4395.000,4595.000,3995.000,3800.000,3995.000,3945.000,4000.000,3950.000,3600.000,3999.000,4995.000,4773.000,4750.000,4500.000,4500.000,3999.000,3600.000,3895.000,3898.000,4000.000,4000.000,3900.000,4500.000,4500.000,4675.000,4295.000,4248.000,3995.000,3999.000,3970.000,3995.000,3950.000,3997.000,3999.000,3995.000,3795.000,3950.000,4295.000,4425.000,3995.000,4195.000,3995.000,3900.000,3800.000,3880.000,4295.000,3999.000,4345.000,4525.000,4500.000,4295.000,3890.000,4148.000,4295.000,4250.000,4150.000,4300.000,4125.000,3948.000,3995.000,4057.000,4015.000,4275.000,3995.000,4000.000,4148.000,4000.000,3995.000,4210.000,4595.000,3912.000,4048.000,4296.000,4240.000,4240.000,4400.000,4100.000,4200.000,4195.000,3943.000,3995.000,4545.000,4295.000,4371.000,4355.000,4559.000,4686.000,4381.000,3900.000
Gravesend,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.000,1659.000,1495.000,1498.000,1525.000,1688.000,1750.000,1775.000,1750.000,1738.000,1745.000,1550.000,1550.000,1550.000,1693.000,,,,,1800.000,1750.000,1731.000,1650.000,,,1800.000,1700.000,1650.000,1663.000,1750.000,1795.000,1760.000,1775.000,1795.000,1800.000,1800.000,1900.000,1800.000,1800.000,1800.000,1825.000,1850.000,1900.000,1998.000,2000.000,1900.000,1925.000,1985.000,2050.000,1938.000,1990.000,1995.000,1900.000,1900.000,2000.000,1950.000,1950.000,1975.000,1995.000,2075.000,2099.000,1913.000,1975.000,2095.000,2083.000,2075.000,2099.000,1840.000,1999.000,1995.000,1995.000,2000.000,2095.000,1950.000,1900.000,1998.000,2000.000,2050.000
Greenpoint,Brooklyn,neighborhood,2750.000,2625.000,2350.000,2150.000,2450.000,2300.000,2550.000,2600.000,2775.000,3100.000,3100.000,2775.000,1850.000,2175.000,2200.000,2425.000,2675.000,2600.000,2350.000,2300.000,2250.000,2400.000,2200.000,2300.000,2225.000,2200.000,2250.000,2338.000,2500.000,2400.000,2500.000,2700.000,2575.000,2700.000,2700.000,2575.000,2650.000,2575.000,2600.000,2650.000,2700.000,2700.000,2875.000,2800.000,2773.000,2995.000,2795.000,2600.000,2750.000,2800.000,2875.000,2964.000,2998.000,3000.000,2800.000,2773.000,2750.000,2700.000,2700.000,2600.000,2600.000,2625.000,2650.000,2750.000,2600.000,2600.000,2800.000,2850.000,2850.000,2850.000,2800.000,2700.000,2700.000,2700.000,2800.000,2800.000,2931.000,2825.000,2800.000,2800.000,2800.000,2800.000,2800.000,2700.000,2693.000,2700.000,2650.000,2700.000,2750.000,2800.000,2800.000,2650.000,2773.000,2700.000,2649.000,2500.000,2600.000,2500.000,2697.000,2750.000,2750.000,2900.000,2950.000,2895.000,2950.000,2800.000,2700.000,2750.000,2900.000,2750.000,2700.000,2750.000
Greenwich Village,Manhattan,neighborhood,4500.000,4300.000,4195.000,4150.000,4000.000,4500.000,4500.000,4500.000,5175.000,6540.000,5895.000,5225.000,5250.000,5498.000,5495.000,5198.000,5773.000,5800.000,6248.000,6400.000,6248.000,6500.000,6950.000,7000.000,5973.000,6500.000,5590.000,5800.000,5273.000,5875.000,5500.000,6000.000,6000.000,6000.000,5995.000,5623.000,5095.000,5500.000,5850.000,5500.000,5500.000,5750.000,5498.000,5448.000,4900.000,5655.000,6250.000,5675.000,6000.000,5850.000,5998.000,5678.000,4900.000,4895.000,4700.000,5350.000,5655.000,5750.000,5400.000,5125.000,5678.000,5258.000,4995.000,5350.000,5495.000,5775.000,4791.000,5995.000,5725.000,5995.000,5973.000,5655.000,5900.000,5500.000,5895.000,5655.000,5450.000,5725.000,4895.000,5745.000,5723.000,5500.000,5495.000,5495.000,5150.000,4795.000,4500.000,4550.000,4600.000,4400.000,5495.000,4998.000,5000.000,5350.000,5575.000,5500.000,5000.000,5500.000,5500.000,5200.000,5200.000,4850.000,4800.000,4800.000,5298.000,5400.000,5400.000,5495.000,5995.000,5500.000,6250.000,5998.000
Greenwood,Brooklyn,neighborhood,1950.000,1750.000,,,1800.000,1800.000,,,,,,,,,2000.000,2225.000,2375.000,2000.000,2000.000,2050.000,,,,,,,2275.000,2000.000,2000.000,1950.000,1973.000,2150.000,2225.000,2300.000,2200.000,2300.000,2100.000,2100.000,2200.000,2225.000,2083.000,2475.000,2300.000,2500.000,2500.000,2500.000,2350.000,2200.000,2300.000,2300.000,2300.000,2475.000,2325.000,2200.000,2200.000,2100.000,2200.000,2350.000,2384.000,2350.000,2300.000,2248.000,2278.000,2290.000,2325.000,2350.000,2300.000,2300.000,2350.000,2350.000,2300.000,2225.000,2250.000,2300.000,2350.000,2300.000,2350.000,2390.000,2367.000,2400.000,2200.000,2149.000,2150.000,2195.000,2200.000,2300.000,2198.000,2298.000,2300.000,2350.000,2350.000,2300.000,2249.000,2300.000,2200.000,2250.000,2150.000,2199.000,2400.000,2225.000,2500.000,2900.000,2650.000,2999.000,2455.000,2400.000,2395.000,2200.000,2199.000,2325.000,2350.000,2375.000
Hamilton Heights,Manhattan,neighborhood,1900.000,1900.000,1700.000,1800.000,1900.000,1775.000,2198.000,2200.000,2100.000,2063.000,2060.000,2125.000,2000.000,2050.000,2000.000,1625.000,1750.000,2150.000,2250.000,2250.000,2600.000,2595.000,2595.000,2745.000,2672.000,2275.000,2195.000,2050.000,1950.000,2350.000,2200.000,1998.000,1995.000,2200.000,2300.000,2200.000,1925.000,1997.000,1995.000,1897.000,2000.000,2050.000,2100.000,2175.000,2350.000,2200.000,2300.000,2075.000,2088.000,2000.000,2145.000,2150.000,2150.000,2050.000,2050.000,2175.000,2173.000,2195.000,2120.000,2110.000,2100.000,2200.000,2200.000,2200.000,2295.000,2375.000,2383.000,2393.000,2450.000,2395.000,2400.000,2425.000,2400.000,2400.000,2400.000,2350.000,2300.000,2250.000,2299.000,2300.000,2250.000,2350.000,2350.000,2350.000,2300.000,2300.000,2300.000,2350.000,2350.000,2350.000,2350.000,2385.000,2350.000,2350.000,2219.000,2258.000,2250.000,2200.000,2395.000,2450.000,2500.000,2500.000,2500.000,2400.000,2400.000,2350.000,2350.000,2350.000,2375.000,2474.000,2500.000,2400.000
Highbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.000,1700.000,,,,,,,,,,,1800.000,1800.000,1838.000,,,,1880.000,,,,,1800.000,1850.000,1850.000,1725.000,,1850.000,1813.000,1900.000,,2158.000,2166.000,
Hillcrest,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Beach,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunts Point,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwood,Manhattan,neighborhood,,,,,,,,,,,,1898.000,,,,,,,,,,,,1595.000,1588.000,1588.000,,,1900.000,1885.000,1898.000,1850.000,1850.000,1650.000,1623.000,1650.000,1650.000,1700.000,1850.000,1875.000,1899.000,,,1800.000,,2075.000,1950.000,1950.000,1950.000,1900.000,1850.000,1875.000,1885.000,2000.000,2050.000,1948.000,2000.000,2000.000,2000.000,1900.000,1975.000,2000.000,1975.000,1950.000,2098.000,2100.000,2100.000,2095.000,2100.000,2100.000,2100.000,2000.000,2100.000,2125.000,2050.000,2100.000,2100.000,2050.000,2073.000,2150.000,2200.000,2200.000,2080.000,2200.000,2200.000,2125.000,2200.000,2150.000,2100.000,2099.000,2000.000,2097.000,2200.000,2057.000,2075.000,2025.000,2150.000,2170.000,2200.000,2250.000,2200.000,2250.000,2250.000,2235.000,2250.000,2225.000,2250.000,2245.000,2245.000,2250.000,2250.000,2300.000
Jackson Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.000,,,,,,,1795.000,1795.000,1850.000,2075.000,2150.000,2150.000,2150.000,2175.000,2050.000,1995.000,1850.000,1925.000,2100.000,2250.000,2100.000,2100.000,2050.000,2100.000,2175.000,2100.000,2100.000,1950.000,1900.000,2000.000,2195.000,2100.000,2000.000,2050.000,2000.000,2000.000,2300.000,2350.000,2188.000,2375.000,2375.000,2294.000,2246.000,2246.000,2248.000,2271.000,2200.000,2200.000,2200.000,2200.000,2200.000,2275.000,2189.000,2191.000,2200.000,2200.000,2200.000,2200.000,2100.000,2100.000,2200.000,2200.000,2375.000,2348.000,2348.000,2300.000,2298.000,2100.000,2200.000,2200.000,2285.000,2300.000
Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.000,2913.000,2825.000,2675.000,3100.000,3125.000,,,,,,,,,,,,,2611.000,2611.000,2611.000,2611.000,2611.000,2611.000,,,2495.000
Jamaica Estates,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.000,2373.000,2350.000,2373.000,,,,,,,,,,,,,,,,,2575.000,,2395.000,,,,,,,,
Jamaica Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington,Brooklyn,neighborhood,,,,,,,,,,,,,,,2400.000,,,,,,,,,,,,,,,,,,,,,,,,,,2050.000,2050.000,2250.000,,2175.000,2263.000,2275.000,2300.000,2270.000,2143.000,1995.000,2038.000,1908.000,2000.000,2148.000,2000.000,1995.000,2350.000,2050.000,1900.000,1875.000,1900.000,1906.000,2100.000,2148.000,2188.000,2350.000,2385.000,2400.000,2400.000,2395.000,2200.000,2216.000,2200.000,2251.000,2200.000,2251.000,2226.000,2299.000,2138.000,2150.000,2150.000,2125.000,2195.000,2200.000,2100.000,2050.000,2000.000,2200.000,2200.000,2293.000,2208.000,2285.000,2300.000,2223.000,2195.000,2200.000,2250.000,2250.000,2216.000,2150.000,2216.000,2285.000,2400.000,2300.000,2200.000,2200.000,2200.000,2230.000,2200.000,2250.000,2225.000
Kew Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850.000,2850.000,3000.000,3046.000,3046.000,3046.000,2954.000,3000.000,2250.000,,,,2375.000,2250.000,2550.000,2200.000,2208.000,2200.000,2100.000,2200.000,2050.000,1963.000,1900.000,1900.000,2000.000,2050.000,2050.000,2250.000,2063.000,2025.000,2250.000,2300.000,2300.000,2300.000,2300.000,2150.000,2125.000,2350.000,2325.000,2395.000,2600.000,2600.000,2550.000,2550.000,2550.000,2300.000,2300.000,2450.000,2450.000,2450.000,2300.000,2400.000,2275.000,2123.000,2150.000,2150.000,2175.000,2200.000,2200.000,2225.000,2150.000,2100.000,2100.000,2200.000,2200.000,2098.000,2250.000,2250.000,2275.000,2275.000,2250.000,2350.000,2228.000,2228.000,2250.000,2200.000,2100.000,2100.000,2200.000,2295.000,2150.000,2125.000,2250.000,2148.000
Kew Gardens Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.000,1775.000,1950.000,1950.000,1950.000,1950.000,1950.000,1950.000,1950.000,1950.000,1975.000,1950.000,1950.000,1975.000,2000.000,1891.000,1950.000,1788.000,1950.000,1950.000,,,2013.000,2000.000,,1975.000,1975.000,1975.000,1925.000,1950.000,1875.000,1975.000,1975.000,1975.000,2063.000,2000.000,2000.000,2000.000,1938.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2075.000,2070.000,2000.000,1908.000,1975.000,2100.000,2025.000,2025.000
Kingsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,2355.000,2355.000,2358.000,,,,,,,,,,,,,,,,,,,1500.000,1499.000,,,,,,,,,,,,,1630.000,1665.000,1654.000,1675.000,,,1658.000,1658.000,1665.000,,1750.000,1775.000,1763.000,1775.000,1750.000,1800.000,1850.000,1850.000,2017.000,2017.000,2016.000,2000.000,2017.000,2000.000,1998.000,1950.000,1938.000,1875.000,1957.000,1888.000,1860.000,2100.000,2200.000,1900.000,1900.000,1900.000,1750.000,1763.000,2018.000,2067.000,2000.000,2025.000,2050.000,1970.000,1965.000,1995.000,1883.000,1850.000,1900.000,1875.000,2108.000,2100.000
Laconia,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Italy,Manhattan,neighborhood,4100.000,3625.000,2999.000,3150.000,4475.000,4450.000,2788.000,3950.000,5350.000,4800.000,4850.000,4625.000,4600.000,4775.000,4950.000,3850.000,4225.000,3300.000,3875.000,4550.000,4000.000,3825.000,3750.000,3750.000,4250.000,3750.000,3600.000,3500.000,3100.000,2850.000,2725.000,2800.000,4038.000,3575.000,4500.000,4100.000,4600.000,4125.000,4000.000,4950.000,3600.000,3300.000,3500.000,3600.000,3950.000,3500.000,,4000.000,3500.000,4125.000,4488.000,3300.000,3200.000,3838.000,3800.000,3785.000,3300.000,3300.000,3199.000,3199.000,3000.000,2973.000,3600.000,3300.000,3295.000,3298.000,3395.000,3500.000,3800.000,3600.000,3600.000,3875.000,3700.000,3750.000,2875.000,3100.000,3550.000,3500.000,3500.000,3500.000,3400.000,3475.000,3350.000,3300.000,3225.000,3175.000,3800.000,3293.000,2995.000,3600.000,3223.000,3400.000,3300.000,3190.000,3400.000,3300.000,3600.000,3675.000,6423.000,4748.000,3600.000,3600.000,3570.000,3433.000,3254.000,3208.000,3451.000,3500.000,3500.000,3250.000,3500.000,3598.000
Little Neck,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island City,Queens,neighborhood,3150.000,3125.000,3100.000,3023.000,3148.000,3500.000,3700.000,3630.000,3700.000,3600.000,3550.000,3565.000,3625.000,3803.000,3928.000,4097.000,3798.000,4000.000,3800.000,3945.000,3975.000,3800.000,3860.000,3800.000,3635.000,3725.000,3740.000,3753.000,3835.000,3893.000,3990.000,4028.000,4057.000,4000.000,3813.000,4025.000,3798.000,4000.000,3750.000,4050.000,3940.000,3878.000,3750.000,3773.000,3895.000,3820.000,3838.000,3850.000,3895.000,3900.000,3998.000,4130.000,3995.000,4013.000,3903.000,3823.000,3913.000,3908.000,3997.000,4010.000,4000.000,4000.000,3869.000,4025.000,4025.000,4105.000,4150.000,4000.000,4000.000,3800.000,3750.000,3950.000,3850.000,3950.000,3998.000,4110.000,4150.000,4100.000,4100.000,4085.000,4175.000,4000.000,4000.000,3950.000,4000.000,4007.000,3995.000,3994.000,3800.000,3895.000,3951.000,4133.000,3891.000,3794.000,3678.000,3750.000,3811.000,3695.000,3771.000,3729.000,3869.000,4246.000,3994.000,4153.000,4200.000,4102.000,3898.000,4061.000,4071.000,4043.000,4097.000,4114.000
Longwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower East Side,Manhattan,neighborhood,2625.000,2698.000,2600.000,2600.000,2600.000,2600.000,2650.000,2825.000,2995.000,2700.000,2750.000,3250.000,3000.000,2750.000,3100.000,2995.000,2950.000,3000.000,3100.000,3295.000,3495.000,3495.000,3395.000,3395.000,3423.000,3295.000,3450.000,3495.000,3395.000,3395.000,2900.000,3100.000,3295.000,3295.000,3295.000,3350.000,3300.000,3325.000,3200.000,3100.000,3100.000,3100.000,3200.000,3173.000,3100.000,3100.000,3000.000,3000.000,3100.000,3000.000,3095.000,3325.000,3200.000,3200.000,3000.000,3100.000,3150.000,3000.000,3100.000,3200.000,3100.000,3175.000,3195.000,3198.000,3325.000,3250.000,3200.000,3298.000,3300.000,3254.000,3195.000,3200.000,3202.000,3391.000,3400.000,3391.000,3473.000,3500.000,3300.000,3395.000,3387.000,3254.000,3200.000,3100.000,3100.000,3325.000,3350.000,3300.000,3450.000,3425.000,3298.000,3295.000,3273.000,3300.000,3195.000,3195.000,3100.000,3000.000,3277.000,3300.000,3395.000,3250.000,3300.000,3400.000,3425.000,3548.000,3500.000,3423.000,3500.000,3525.000,3450.000,3400.000
Manhattan,Manhattan,borough,4000.000,3995.000,4000.000,4100.000,4200.000,4000.000,4000.000,4045.000,4300.000,4300.000,4400.000,4350.000,4395.000,4500.000,4400.000,4395.000,4350.000,4450.000,4283.000,4325.000,4500.000,4500.000,4500.000,4495.000,4500.000,4495.000,4495.000,4400.000,4300.000,4378.000,4295.000,4313.000,4495.000,4450.000,4475.000,4300.000,4300.000,4400.000,4373.000,4200.000,4115.000,4000.000,3950.000,3995.000,4257.000,4300.000,4400.000,4400.000,4300.000,4330.000,4368.000,4300.000,4215.000,4100.000,3850.000,3795.000,3900.000,3895.000,3900.000,3995.000,3995.000,4000.000,4095.000,4140.000,4187.000,3995.000,3950.000,4000.000,4250.000,4250.000,4150.000,4200.000,4250.000,4300.000,4250.000,4200.000,4000.000,4000.000,4000.000,3999.000,4095.000,4000.000,3999.000,3995.000,3998.000,4000.000,3998.000,3999.000,3990.000,3895.000,3795.000,3880.000,4000.000,4000.000,3999.000,4150.000,4100.000,4155.000,3995.000,3900.000,3900.000,3873.000,3795.000,3772.000,3800.000,3845.000,3933.000,3938.000,3995.000,3995.000,3850.000,3850.000
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattanville,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.000,,2985.000,2995.000,2873.000,2788.000,2695.000,2695.000,2795.000,2795.000,,
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.000,,,,,,,,,,,,,,,,,,,2095.000,
